imo,latitude,longitude,speed,positiontimestamp
9145188,21.6722516666667,72.4120183333333,0.1,2018-07-24 14:53:39.641000
9145188,21.5481733333333,72.4157633333333,10.7,2018-07-24 03:47:04.083000
9145188,21.4242716666667,72.360555,10.1,2018-07-24 02:58:43.953000
9145188,21.2892133333333,72.2644366666667,9.4,2018-07-24 01:59:23.966000
9145188,21.17631,72.1649816666667,8.6,2018-07-24 00:59:03.555000
9145188,21.0761666666667,72.0475466666667,8.7,2018-07-23 23:58:02.755000
9145188,21.6756216666667,72.4145683333333,0.4,2018-07-26 00:05:42.204000
9145188,21.5489166666667,72.4020833333333,10.2,2018-07-26 11:37:30.147000
9145188,21.3621866666667,72.2599583333333,6.9,2018-07-26 12:58:30.118000
9145188,21.352685,72.2175966666667,0.2,2018-07-26 13:59:07.505000
9145188,21.3526716666667,72.2173333333333,0,2018-07-26 14:58:07.356000
9145188,21.35258,72.2172466666667,0,2018-07-26 15:58:07.839000
9145188,21.3529266666667,72.2176383333333,0.1,2018-07-26 16:52:07.871000
9145188,21.35339,72.2185483333333,0.2,2018-07-26 17:46:07.427000
9145188,21.3574933333333,72.219735,0.2,2018-07-26 18:46:09.300000
9145188,21.357735,72.2193016666667,0.2,2018-07-26 19:10:07.692000
9145188,21.357935,72.2189033333333,0.1,2018-07-26 20:22:12.571000
9145188,21.3576766666667,72.2197533333333,0.3,2018-07-26 21:58:06.015000
9145188,21.3565566666667,72.2208966666667,0.3,2018-07-26 23:58:07.475000
9145188,21.3562866666667,72.2209516666667,0.2,2018-07-27 00:16:06.517000
9145188,21.355065,72.2209383333333,0.3,2018-07-27 01:22:14.054000
9145188,21.3525233333333,72.21748,0.1,2018-07-27 03:58:06.160000
9145188,21.3528816666667,72.218215,0.2,2018-07-27 04:52:10.931000
9145188,21.3577583333333,72.2189583333333,0.3,2018-07-27 05:58:13.680000
9145188,21.3569116666667,72.2210066666667,0.3,2018-07-27 11:58:09.523000
9145188,21.3567183333333,72.2207916666667,0.1,2018-07-27 12:58:16.245000
9145188,21.3530533333333,72.21894,0.1,2018-07-27 13:58:12.369000
9145188,21.3530133333333,72.21847,0.2,2018-07-27 14:58:13.632000
9145188,21.3525666666667,72.2174416666667,0.1,2018-07-27 15:58:13.424000
9145188,21.3526016666667,72.217435,0.1,2018-07-27 16:04:13.598000
9145188,21.357605,72.2192216666667,0.3,2018-07-27 18:52:15.627000
9145188,21.35778,72.2191266666667,0.5,2018-07-27 19:34:12.265000
9145188,21.3577066666667,72.2192766666667,0.3,2018-07-27 20:28:17.085000
9145188,21.3573616666667,72.2200783333333,0.1,2018-07-27 23:58:18.533000
9145188,21.35579,72.2208783333333,0.1,2018-07-28 00:58:15.397000
9145188,21.3545583333333,72.2206983333333,0.2,2018-07-28 01:58:15.604000
9145188,21.3524066666667,72.217585,0,2018-07-28 02:58:18.800000
9145188,21.3525383333333,72.2174833333333,0.1,2018-07-28 03:58:17.400000
9145188,21.3527216666667,72.2176083333333,0.1,2018-07-28 04:58:16.991000
9145188,21.35519,72.2201316666667,0.6,2018-07-28 05:58:15.823000
9145188,21.3576833333333,72.2186183333333,0.5,2018-07-28 06:46:17.990000
9145188,21.38936,72.1787466666667,0,2018-07-28 10:55:37.378000
